Trial Number,Experiment Part,Avatar,Obstacle Type,Obstacle Height,Affordance Height,time stamp,Eye Height
8,440,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,441,1,0,1,1,-1,9/28/2022 2:39:19 PM
8,442,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,443,1,0,1,1,-1,9/28/2022 2:39:19 PM
8,444,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,445,1,0,1,1,-1,9/28/2022 2:39:19 PM
8,446,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,447,1,0,1,1,-1,9/28/2022 2:39:19 PM
8,448,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,449,1,0,1,1,-1,9/28/2022 2:39:19 PM
8,450,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,451,1,0,1,1,-1,9/28/2022 2:39:19 PM
8,452,0,0,1,1,-1,9/28/2022 2:39:19 PM
8,453,1,0,1,0,-1,9/28/2022 2:39:19 PM
